city_nm,ksh_cd,city_type_cd,county_nm,district_cd,district_nm,district_seat_nm,area_no,population_no,apartments_no,country_cd,longitude_no,latitude_no
Taktakenéz,28787,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,"1,974",1098,368,HU,21.218667,48.0505
Taktaszada,3133,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,"2,574",1755,634,HU,21.174167,48.109167
Taliándörögd,17321,község,Veszprém,189 0,Tapolcai,Tapolca,"2,807",723,316,HU,17.570667,46.978
Tállya,12210,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,"3,796",1568,940,HU,21.2285,48.235333
Tamási,24563,város,Tolna,174 1,Tamási,Tamási,"11,195",7486,3824,HU,18.285833,46.636833
Tanakajd,16212,község,Vas,181 0,Szombathelyi,Szombathely,"1,182",772,279,HU,16.7365,47.192333
Táp,14261,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,"1,988",724,299,HU,17.830833,47.517167
Tápióbicske,15015,község,Pest,131 0,Nagykátai,Nagykáta,"4,848",3596,1503,HU,19.6895,47.3615
Tápiógyörgye,17303,község,Pest,131 0,Nagykátai,Nagykáta,"5,331",3556,1492,HU,19.950333,47.336667
Tápióság,9405,község,Pest,131 0,Nagykátai,Nagykáta,"3,354",2735,1150,HU,19.6295,47.401667
Tápiószecső,31796,nagyközség,Pest,131 0,Nagykátai,Nagykáta,"3,838",6132,2404,HU,19.609333,47.4495
Tápiószele,14146,város,Pest,131 0,Nagykátai,Nagykáta,"3,699",5891,2365,HU,19.881667,47.333833
Tápiószentmárton,14571,nagyközség,Pest,131 0,Nagykátai,Nagykáta,"10,291",5733,2517,HU,19.749333,47.3385
Tápiószőlős,2769,község,Pest,124 0,Ceglédi,Cegléd,"3,181",2889,1334,HU,19.844,47.298333
Táplánszentkereszt,32045,község,Vas,181 0,Szombathelyi,Szombathely,"2,008",2617,889,HU,16.702,47.197333
Tapolca,29434,város,Veszprém,189 1,Tapolcai,Tapolca,"6,345",14006,6888,HU,17.439833,46.885667
Tapsony,24615,község,Somogy,144 0,Marcali,Marcali,"3,161",564,375,HU,17.336833,46.454667
Tápszentmiklós,21971,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,"2,075",901,343,HU,17.853667,47.494667
Tar,32896,község,Nógrád,118 0,Pásztói,Pásztó,"2,734",1728,832,HU,19.745,47.951833
Tarany,16735,község,Somogy,145 0,Nagyatádi,Nagyatád,"5,468",1115,454,HU,17.31,46.1805
Tarcal,21740,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,"5,372",2611,1261,HU,21.3445,48.131667
Tard,8165,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"4,047",1039,561,HU,20.597667,47.881333
Tardona,14784,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,"1,230",960,426,HU,20.532,48.170167
Tardos,30225,község,Komárom-Esztergom,114 0,Tatai,Tata,"2,332",1621,706,HU,18.445,47.659
Tarhos,33075,község,Békés,045 0,Békési,Békés,"5,745",723,355,HU,21.213833,46.810833
Tarján,18935,község,Komárom-Esztergom,115 0,Tatabányai,Tatabánya,"4,307",2751,1072,HU,18.511667,47.611
Tarjánpuszta,33914,község,Győr-Moson-Sopron,090 0,Pannonhalmi,Pannonhalma,844,426,157,HU,17.79,47.505833
Tárkány,20987,község,Komárom-Esztergom,111 0,Kisbéri,Kisbér,"6,494",1409,608,HU,18.002833,47.590333
Tarnabod,32966,község,Heves,108 0,Hevesi,Heves,"1,033",722,176,HU,20.226667,47.684333
Tarnalelesz,13240,község,Heves,109 0,Pétervásárai,Pétervására,"3,713",1524,621,HU,20.182667,48.059
Tarnaméra,23348,község,Heves,108 0,Hevesi,Heves,"2,826",1488,723,HU,20.156333,47.654167
Tarnaörs,14128,község,Heves,108 0,Hevesi,Heves,"3,028",1828,706,HU,20.055833,47.597833
Tarnaszentmária,9052,község,Heves,104 0,Egri,Eger,"1,100",222,180,HU,20.202833,47.878667
Tarnaszentmiklós,16160,község,Heves,108 0,Hevesi,Heves,"3,500",744,392,HU,20.385,47.526333
Tarnazsadány,17163,község,Heves,108 0,Hevesi,Heves,"2,519",1218,443,HU,20.1565,47.6755
Tárnok,4154,nagyközség,Pest,127 0,Érdi,Érd,"2,361",10488,3752,HU,18.8465,47.374333
Tárnokréti,4172,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,954,179,104,HU,17.3095,47.722
Tarpa,4312,nagyközség,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"4,973",2299,882,HU,22.53,48.106
Tarrós,15635,község,Baranya,025 0,Hegyháti,Sásd,529,99,52,HU,18.144333,46.281667
Táska,13693,község,Somogy,144 0,Marcali,Marcali,"2,598",362,192,HU,17.523667,46.617
Tass,20525,község,Bács-Kiskun,043 0,Kunszentmiklósi,Kunszentmiklós,"7,473",2834,1323,HU,19.030167,47.016333
Taszár,4932,község,Somogy,143 0,Kaposvári,Kaposvár,"1,729",1723,820,HU,17.907833,46.372833
Tát,8758,város,Komárom-Esztergom,110 0,Esztergomi,Esztergom,"1,206",5143,2066,HU,18.643667,47.737833
Tata,20127,város,Komárom-Esztergom,114 1,Tatai,Tata,"7,810",23549,10774,HU,18.332333,47.644167
Tatabánya,18157,"megyeszékhely, megyei jogú város",Komárom-Esztergom,115 1,Tatabányai,Tatabánya,"9,142",65861,31536,HU,18.408833,47.567333
Tataháza,14544,község,Bács-Kiskun,034 0,Bácsalmási,Bácsalmás,"2,610",1050,639,HU,19.301667,46.175333
Tatárszentgyörgy,27386,község,Pest,125 0,Dabasi,Dabas,"5,506",1852,674,HU,19.37,47.081333
Tázlár,24998,község,Bács-Kiskun,039 0,Kiskőrösi,Kiskőrös,"7,338",1661,821,HU,19.5145,46.549
Téglás,23214,város,Hajdú-Bihar,098 0,Hajdúhadházi,Hajdúhadház,"3,833",6276,2393,HU,21.677833,47.7135
Tekenye,24703,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,696,421,249,HU,,
Tékes,27702,község,Baranya,025 0,Hegyháti,Sásd,"1,256",195,102,HU,18.175833,46.287333
Teklafalu,32072,község,Baranya,033 0,Szigetvári,Szigetvár,"1,676",338,126,HU,17.731,45.951833
Telekes,29568,község,Vas,182 0,Vasvári,Vasvár,"1,081",425,192,HU,16.769167,46.943667
Telekgerendás,12681,község,Békés,046 0,Békéscsabai,Békéscsaba,"7,237",1409,662,HU,20.952167,46.657667
Teleki,23968,község,Somogy,146 0,Siófoki,Siófok,805,192,107,HU,17.826,46.770167
Telki,8280,község,Pest,123 0,Budakeszi,Budakeszi,"1,047",4518,1529,HU,18.828667,47.549333
Telkibánya,13763,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,"4,682",565,373,HU,21.3585,48.485667
Tengelic,6901,község,Tolna,172 0,Paksi,Paks,"7,093",2010,979,HU,18.712167,46.528333
Tengeri,13675,község,Baranya,030 0,Sellyei,Sellye,446,61,30,HU,18.089833,45.926333
Tengőd,32416,község,Somogy,147 0,Tabi,Tab,"3,021",375,259,HU,18.096667,46.7075
Tenk,14076,község,Heves,108 0,Hevesi,Heves,"1,234",1126,464,HU,20.341667,47.655667
Tényő,11457,község,Győr-Moson-Sopron,087 0,Győri,Győr,"2,638",1741,733,HU,17.645667,47.542
Tépe,31042,község,Hajdú-Bihar,096 0,Derecskei,Derecske,"2,322",998,405,HU,21.572833,47.32
Terem,33358,község,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,"4,950",582,280,HU,22.2785,47.800167
Terény,4844,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,"2,435",347,245,HU,19.4415,47.947333
Tereske,24174,község,Nógrád,119 0,Rétsági,Rétság,"1,703",665,307,HU,19.199333,47.951
Teresztenye,28635,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,869,21,30,HU,20.606333,48.446667
Terpes,12229,község,Heves,109 0,Pétervásárai,Pétervására,220,209,98,HU,20.152,47.971667
Tés,20570,község,Veszprém,190 0,Várpalotai,Várpalota,"4,903",795,424,HU,18.0325,47.258833
Tésa,19248,község,Pest,137 0,Szobi,Szob,437,96,44,HU,18.844833,48.0335
Tésenfa,32744,község,Baranya,031 0,Siklósi,Siklós,840,151,81,HU,18.12,45.813
Téseny,20978,község,Baranya,030 0,Sellyei,Sellye,"1,208",292,103,HU,18.048667,45.9525
Teskánd,8828,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,485,1253,475,HU,16.775167,46.850667
Tét,19035,város,Győr-Moson-Sopron,092 1,Téti,Tét,"5,636",4160,1666,HU,17.513167,47.518667
Tetétlen,19691,község,Hajdú-Bihar,102 0,Püspökladányi,Püspökladány,"3,211",1236,505,HU,21.3075,47.3145
Tevel,31459,község,Tolna,170 0,Bonyhádi,Bonyhád,"2,527",1234,560,HU,18.456667,46.414333
Tibolddaróc,30447,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"3,032",1200,652,HU,20.635333,47.922333
Tiborszállás,8952,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,"2,552",872,360,HU,22.41,47.816167
Tihany,30465,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,"2,733",1338,834,HU,17.890333,46.9095
Tikos,17844,község,Somogy,144 0,Marcali,Marcali,335,134,50,HU,17.290167,46.636167
Tilaj,27951,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,816,189,106,HU,17.046333,46.809167
Timár,24475,község,Szabolcs-Szatmár-Bereg,157 0,Nyíregyházi,Nyíregyháza,"2,182",1164,479,HU,21.4635,48.1565
Tinnye,7108,község,Pest,133 0,Pilisvörösvári,Pilisvörösvár,"1,614",1968,744,HU,18.778167,47.620833
Tiszaadony,9423,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"1,563",584,243,HU,22.293167,48.2275
Tiszaalpár,24545,nagyközség,Bács-Kiskun,044 0,Tiszakécskei,Tiszakécske,"9,113",4810,2237,HU,19.991167,46.819333
Tiszabábolna,2291,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"3,269",273,278,HU,20.795167,47.6925
Tiszabecs,17817,nagyközség,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,714",1088,419,HU,22.823,48.101333
Tiszabercel,3850,község,Szabolcs-Szatmár-Bereg,151 0,Ibrányi,Ibrány,"3,138",1759,721,HU,21.641667,48.1565
Tiszabezdéd,20172,község,Szabolcs-Szatmár-Bereg,160 0,Záhonyi,Záhony,"1,864",1725,651,HU,22.152667,48.361667
Tiszabő,10773,község,Jász-Nagykun-Szolnok,164 0,Kunhegyesi,Kunhegyes,"3,504",2174,432,HU,20.491167,47.309667
Tiszabura,22770,község,Jász-Nagykun-Szolnok,164 0,Kunhegyesi,Kunhegyes,"4,520",3120,848,HU,20.460833,47.447667
Tiszacsécse,24448,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,480,206,109,HU,22.743667,48.110833
Tiszacsege,15644,város,Hajdú-Bihar,093 0,Balmazújvárosi,Balmazújváros,"13,640",4234,2135,HU,20.990667,47.696167
Tiszacsermely,29133,község,Borsod-Abaúj-Zemplén,054 0,Cigándi,Cigánd,"2,028",439,176,HU,21.793,48.236167
Tiszadada,6433,község,Szabolcs-Szatmár-Bereg,158 0,Tiszavasvári,Tiszavasvári,"4,877",2011,902,HU,21.239,48.030667
Tiszaderzs,16230,község,Jász-Nagykun-Szolnok,168 0,Tiszafüredi,Tiszafüred,"2,719",1010,627,HU,20.646,47.510167
Tiszadob,12593,nagyközség,Szabolcs-Szatmár-Bereg,158 0,Tiszavasvári,Tiszavasvári,"8,259",2532,1132,HU,21.171,48.006167
Tiszadorogma,3717,község,Borsod-Abaúj-Zemplén,059 0,Mezőcsáti,Mezőcsát,"4,661",328,249,HU,20.868,47.683833
Tiszaeszlár,9113,község,Szabolcs-Szatmár-Bereg,158 0,Tiszavasvári,Tiszavasvári,"5,453",2339,924,HU,21.458667,48.034
Tiszaföldvár,13815,város,Jász-Nagykun-Szolnok,165 0,Kunszentmártoni,Kunszentmárton,"8,034",9901,4618,HU,20.249,46.964833
Tiszafüred,29726,város,Jász-Nagykun-Szolnok,168 1,Tiszafüredi,Tiszafüred,"16,219",10642,5259,HU,20.755833,47.6175
Tiszagyenda,30304,község,Jász-Nagykun-Szolnok,164 0,Kunhegyesi,Kunhegyes,"3,693",925,511,HU,20.509833,47.382333
Tiszagyulaháza,30845,község,Hajdú-Bihar,099 0,Hajdúnánási,Hajdúnánás,"2,078",675,347,HU,21.144667,47.940333
Tiszaigar,28699,község,Jász-Nagykun-Szolnok,168 0,Tiszafüredi,Tiszafüred,"3,404",687,381,HU,20.798833,47.536167
Tiszainoka,20446,község,Jász-Nagykun-Szolnok,165 0,Kunszentmártoni,Kunszentmárton,"1,792",397,199,HU,20.153667,46.901167
Tiszajenő,29346,község,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,"2,819",1445,820,HU,20.142667,47.024333
Tiszakanyár,8554,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,"1,551",1493,520,HU,21.9635,48.251833
Tiszakarád,13976,község,Borsod-Abaúj-Zemplén,054 0,Cigándi,Cigánd,"4,756",2138,868,HU,21.718167,48.203
Tiszakécske,30623,város,Bács-Kiskun,044 1,Tiszakécskei,Tiszakécske,"13,327",11690,5588,HU,20.0985,46.934167
Tiszakerecseny,4446,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"2,386",851,374,HU,22.301167,48.260167
Tiszakeszi,13888,község,Borsod-Abaúj-Zemplén,059 0,Mezőcsáti,Mezőcsát,"4,618",2442,1028,HU,20.992667,47.788333
Tiszakóród,8794,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,669",720,297,HU,22.853667,47.963167
Tiszakürt,30386,község,Jász-Nagykun-Szolnok,165 0,Kunszentmártoni,Kunszentmárton,"2,837",1239,689,HU,20.125333,46.883
Tiszaladány,19381,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,"2,219",575,313,HU,21.410333,48.0615
Tiszalök,23524,város,Szabolcs-Szatmár-Bereg,158 0,Tiszavasvári,Tiszavasvári,"5,866",5347,2216,HU,21.3775,48.019667
Tiszalúc,28398,nagyközség,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,"4,488",4679,1797,HU,21.065833,48.035167
Tiszamogyorós,11907,község,Szabolcs-Szatmár-Bereg,160 0,Záhonyi,Záhony,"1,025",618,249,HU,22.231833,48.3215
Tiszanagyfalu,27252,község,Szabolcs-Szatmár-Bereg,157 0,Nyíregyházi,Nyíregyháza,"2,705",1728,672,HU,21.366,47.956167
Tiszanána,7083,község,Heves,108 0,Hevesi,Heves,"6,814",2252,995,HU,20.1925,47.642167
Tiszaörs,15787,község,Jász-Nagykun-Szolnok,168 0,Tiszafüredi,Tiszafüred,"3,710",1241,687,HU,20.8245,47.51
Tiszapalkonya,8633,község,Borsod-Abaúj-Zemplén,068 0,Tiszaújvárosi,Tiszaújváros,"1,349",1426,618,HU,21.058333,47.8845
Tiszapüspöki,3373,község,Jász-Nagykun-Szolnok,169 0,Törökszentmiklósi,Törökszentmiklós,"3,745",2000,845,HU,20.3205,47.218
Tiszarád,10205,község,Szabolcs-Szatmár-Bereg,152 0,Kemecsei,Kemecse,923,529,173,HU,21.797833,48.122667
Tiszaroff,20181,község,Jász-Nagykun-Szolnok,164 0,Kunhegyesi,Kunhegyes,"5,249",1544,863,HU,20.4415,47.396
Tiszasas,21494,község,Jász-Nagykun-Szolnok,165 0,Kunszentmártoni,Kunszentmárton,"2,879",985,566,HU,20.082833,46.82
Tiszasüly,17695,község,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,"9,177",1366,747,HU,20.391833,47.388
Tiszaszalka,13541,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"1,496",836,348,HU,22.315167,48.1785
Tiszaszentimre,22789,község,Jász-Nagykun-Szolnok,168 0,Tiszafüredi,Tiszafüred,"6,561",1825,979,HU,20.725667,47.488167
Tiszaszentmárton,27544,község,Szabolcs-Szatmár-Bereg,160 0,Záhonyi,Záhony,"1,446",1080,404,HU,22.2245,48.378667
Tiszasziget,16966,község,Csongrád-Csanád,075 0,Szegedi,Szeged,"2,688",1649,648,HU,20.164667,46.173
Tiszaszőlős,7852,község,Jász-Nagykun-Szolnok,168 0,Tiszafüredi,Tiszafüred,"4,779",1172,685,HU,,
Tiszatardos,30298,község,Borsod-Abaúj-Zemplén,069 0,Tokaji,Tokaj,893,205,164,HU,21.3805,48.041
Tiszatarján,30377,község,Borsod-Abaúj-Zemplén,059 0,Mezőcsáti,Mezőcsát,"4,039",1361,482,HU,21.003167,47.832333
Tiszatelek,14447,község,Szabolcs-Szatmár-Bereg,151 0,Ibrányi,Ibrány,"3,378",1239,520,HU,21.806167,48.192167
Tiszatenyő,9627,község,Jász-Nagykun-Szolnok,169 0,Törökszentmiklósi,Törökszentmiklós,"2,355",1485,655,HU,20.381,47.138667
Tiszaug,14094,község,Bács-Kiskun,044 0,Tiszakécskei,Tiszakécske,"2,504",888,416,HU,20.056,46.852333
Tiszaújváros,28352,város,Borsod-Abaúj-Zemplén,068 1,Tiszaújvárosi,Tiszaújváros,"4,604",14700,7489,HU,21.0515,47.930167
Tiszavalk,10977,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,"1,154",290,179,HU,20.7325,47.689667
Tiszavárkony,31866,község,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,"3,562",1503,723,HU,20.186,47.064833
Tiszavasvári,7597,város,Szabolcs-Szatmár-Bereg,158 1,Tiszavasvári,Tiszavasvári,"12,855",12276,4499,HU,21.366,47.956167
Tiszavid,33747,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,"1,075",526,185,HU,22.295167,48.195
Tisztaberek,27261,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,823",592,228,HU,22.793833,47.958667
Tivadar,20260,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,480,166,86,HU,22.510167,48.065167
Tóalmás,21467,község,Pest,131 0,Nagykátai,Nagykáta,"3,940",4002,1639,HU,19.666,47.509167
Tófalu,9964,község,Heves,105 0,Füzesabonyi,Füzesabony,"1,448",545,264,HU,20.239,47.774333
Tófej,5342,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,"1,532",643,286,HU,16.802333,46.672
Tófű,4048,község,Baranya,026 0,Komlói,Komló,434,90,58,HU,18.3595,46.31
Tokaj,18306,város,Borsod-Abaúj-Zemplén,069 1,Tokaji,Tokaj,"2,820",3743,1701,HU,21.4125,48.1125
Tokod,14155,nagyközség,Komárom-Esztergom,110 0,Esztergomi,Esztergom,"1,491",4269,1640,HU,18.655667,47.7175
Tokodaltáró,34023,község,Komárom-Esztergom,110 0,Esztergomi,Esztergom,527,3026,1050,HU,18.675167,47.736
Tokorcs,9229,község,Vas,176 0,Celldömölki,Celldömölk,640,389,169,HU,17.1005,47.269833
Tolcsva,28051,község,Borsod-Abaúj-Zemplén,064 0,Sárospataki,Sárospatak,"1,648",1454,741,HU,21.450333,48.284167
Told,25876,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,"1,491",303,99,HU,21.6425,47.1185
Tolmács,6381,község,Nógrád,119 0,Rétsági,Rétság,"1,214",678,343,HU,19.110833,47.9295
Tolna,25274,város,Tolna,175 1,Tolnai,Tolna,"7,107",10640,4575,HU,18.7825,46.426667
Tolnanémedi,11031,község,Tolna,174 0,Tamási,Tamási,"2,195",941,507,HU,18.475,46.717333
Tomajmonostora,9557,község,Jász-Nagykun-Szolnok,164 0,Kunhegyesi,Kunhegyes,"1,376",719,346,HU,20.705333,47.433333
Tomor,14890,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,289",208,106,HU,20.883833,48.327
Tompa,28486,város,Bács-Kiskun,041 0,Kiskunhalasi,Kiskunhalas,"8,157",3932,1943,HU,19.534667,46.204667
Tompaládony,12335,község,Vas,179 0,Sárvári,Sárvár,944,329,171,HU,16.882333,47.3805
Tordas,21005,község,Fejér,081 0,Martonvásári,Martonvásár,"1,676",2312,760,HU,18.750667,47.345167
Tormafölde,4969,község,Zala,194 0,Lenti,Lenti,"1,886",333,180,HU,16.593833,46.537833
Tormás,22424,község,Baranya,025 0,Hegyháti,Sásd,"2,470",243,125,HU,17.990833,46.230667
Tormásliget,34087,község,Vas,178 0,Kőszegi,Kőszeg,753,303,128,HU,16.769667,47.432167
Tornabarakony,16902,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,819,23,39,HU,20.827667,48.439667
Tornakápolna,10375,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,402,20,35,HU,20.618167,48.462167
Tornanádaska,18801,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,783,795,124,HU,20.786833,48.562333
Tornaszentandrás,27836,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"1,565",160,131,HU,20.7795,48.5215
Tornaszentjakab,30517,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,"2,822",211,126,HU,20.871167,48.523167
Tornyiszentmiklós,32638,község,Zala,194 0,Lenti,Lenti,"1,856",474,302,HU,16.557,46.5185
Tornyosnémeti,29054,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,"1,406",511,257,HU,21.255667,48.5215
Tornyospálca,16957,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,"4,361",2228,944,HU,22.1825,48.2715
Torony,29878,község,Vas,181 0,Szombathelyi,Szombathely,"1,283",1950,728,HU,16.539333,47.236833
Torvaj,10153,község,Somogy,147 0,Tabi,Tab,"1,142",201,144,HU,18.044833,46.767667
Tószeg,7490,község,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,"5,917",4223,1819,HU,20.145167,47.100833
Tótkomlós,16434,város,Békés,050 0,Orosházi,Orosháza,"12,505",5238,2854,HU,20.7385,46.411833
Tótszentgyörgy,26994,község,Baranya,033 0,Szigetvári,Szigetvár,750,136,67,HU,17.719833,46.0535
Tótszentmárton,16382,község,Zala,195 0,Letenyei,Letenye,"1,017",695,312,HU,16.805167,46.420833
Tótszerdahely,25113,község,Zala,195 0,Letenyei,Letenye,"1,229",1085,421,HU,16.8,46.399833
Tótújfalu,16407,község,Somogy,140 0,Barcsi,Barcs,"1,327",209,143,HU,17.646833,45.9025
Tótvázsony,2714,község,Veszprém,191 0,Veszprémi,Veszprém,"4,251",1379,484,HU,17.7885,47.0085
Tök,24527,község,Pest,123 0,Budakeszi,Budakeszi,"2,474",1546,489,HU,18.732667,47.562667
Tököl,29823,város,Pest,136 0,Szigetszentmiklósi,Szigetszentmiklós,"3,849",11349,4196,HU,18.968667,47.319
Töltéstava,16674,község,Győr-Moson-Sopron,087 0,Győri,Győr,"2,317",2568,784,HU,17.734167,47.625167
Tömörd,5166,község,Vas,178 0,Kőszegi,Kőszeg,"1,536",272,112,HU,16.677,47.364833
Tömörkény,25900,község,Csongrád-Csanád,070 0,Csongrádi,Csongrád,"5,391",1606,868,HU,20.045833,46.617167
Törökbálint,6859,város,Pest,127 0,Érdi,Érd,"2,941",14517,5385,HU,18.915667,47.433833
Törökkoppány,20093,község,Somogy,147 0,Tabi,Tab,"2,580",454,224,HU,18.050833,46.601333
Törökszentmiklós,27313,város,Jász-Nagykun-Szolnok,169 1,Törökszentmiklósi,Törökszentmiklós,"18,516",19196,8982,HU,20.417333,47.1815
Törtel,22008,község,Pest,124 0,Ceglédi,Cegléd,"8,416",4188,1817,HU,19.934167,47.119
Töttös,4136,község,Baranya,024 0,Bólyi,Bóly,"2,299",538,244,HU,18.542833,45.9125
Trizs,4914,község,Borsod-Abaúj-Zemplén,063 0,Putnoki,Putnok,"1,025",161,103,HU,20.494833,48.426167
Tunyogmatolcs,13213,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"2,629",2276,924,HU,22.451333,47.9685
Tura,9593,város,Pest,122 0,Aszódi,Aszód,"5,592",7711,3002,HU,19.602,47.6065
Túristvándi,13602,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,522",656,249,HU,22.644333,48.053167
Túrkeve,28228,város,Jász-Nagykun-Szolnok,166 0,Mezőtúri,Mezőtúr,"23,652",7789,3934,HU,20.792167,47.072
Túrony,18582,község,Baranya,031 0,Siklósi,Siklós,940,255,101,HU,18.231833,45.904833
Túrricse,8998,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,"1,299",559,221,HU,22.767333,47.975167
Tuzsér,9919,nagyközség,Szabolcs-Szatmár-Bereg,160 0,Záhonyi,Záhony,"1,552",3194,1007,HU,22.121,48.343
Türje,12609,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,"3,823",1547,693,HU,17.106167,46.983667
Tüskevár,4631,község,Veszprém,186 0,Devecseri,Devecser,"1,700",544,268,HU,17.313833,47.118333
Tyukod,31398,nagyközség,Szabolcs-Szatmár-Bereg,149 0,Csengeri,Csenger,"6,218",1824,875,HU,22.114167,47.8885
Udvar,4437,község,Baranya,027 0,Mohácsi,Mohács,440,117,66,HU,18.661667,45.9
Udvari,21360,község,Tolna,174 0,Tamási,Tamási,"1,944",261,137,HU,18.513167,46.594
